customer_id,customer_name,city,acquisition_channel,signup_date,total_orders,completed_orders,total_revenue,avg_order_value,first_order_date,last_order_date,most_recent_order
C0144,Parth Iyer,Surat,organic,2024-06-26,2,2,12109.85,6054.93,2024-06-30,2024-06-30,2024-06-30
C1467,Januja Rajan,Ahmedabad,social_media,2023-09-07,1,0,0.0,,2024-06-30,2024-06-30,2024-06-30
C1103,Ekanta Om,Bengaluru,social_media,2023-12-26,4,2,5395.04,2697.52,2024-06-30,2024-06-30,2024-06-30
C0696,Tara Sane,Surat,organic,2023-12-27,5,3,5125.71,1708.57,2024-01-08,2024-06-30,2024-06-30
C1745,Priya Dash,Bengaluru,email,2023-05-18,4,1,384.16,384.16,2023-06-06,2024-06-30,2024-06-30
C0454,Qabil Nadkarni,Bengaluru,organic,2022-02-23,2,1,1302.9,1302.9,2024-01-04,2024-02-05,2024-02-05
C0793,Ishwar Sheth,Kolkata,organic,2023-01-22,4,3,5497.33,1832.44,2023-05-09,2024-06-04,2024-06-04
C1787,Tanish Gour,Delhi,organic,2022-03-15,5,0,0.0,,2022-06-12,2023-12-04,2023-12-04
C1086,Yadavi Bahl,Kolkata,paid_search,2023-08-06,2,1,4714.11,4714.11,2023-10-05,2024-06-30,2024-06-30
C1968,Triya Nair,Delhi,organic,2022-06-09,2,2,2580.75,1290.38,2024-03-22,2024-05-07,2024-05-07
C1885,Ekaraj Gera,Kolkata,organic,2023-07-06,4,2,8970.84,4485.42,2023-09-22,2024-06-30,2024-06-30
C1508,Bina Subramaniam,Mumbai,social_media,2022-05-30,4,1,8190.1,8190.1,2022-11-15,2024-05-10,2024-05-10
C0012,Amrita Bhatti,Pune,organic,2024-02-27,3,3,15189.23,5063.08,2024-03-17,2024-06-30,2024-06-30
C1894,Netra Saran,Surat,social_media,2023-06-23,1,1,1229.21,1229.21,2023-07-18,2023-07-18,2023-07-18
C1594,Sudiksha Raghavan,Pune,email,2024-04-07,5,2,4706.74,2353.37,2024-06-30,2024-06-30,2024-06-30
C0214,Bhavini Sodhi,Kolkata,paid_search,2023-11-16,5,3,9219.96,3073.32,2024-04-19,2024-06-30,2024-06-30
C0827,Dakshesh Kalla,Chennai,organic,2022-09-06,1,0,0.0,,2024-04-14,2024-04-14,2024-04-14
C1340,Jyoti Divan,Chennai,organic,2024-06-01,1,1,2240.6,2240.6,2024-06-30,2024-06-30,2024-06-30
C0851,Om Pingle,Hyderabad,paid_search,2022-12-04,4,2,3851.35,1925.68,2023-03-22,2024-03-09,2024-03-09
C0954,Nisha Panchal,Pune,organic,2023-11-05,1,0,0.0,,2024-06-30,2024-06-30,2024-06-30
C1845,Gaurang Patil,Chennai,referral,2024-05-11,1,1,2898.2,2898.2,2024-06-30,2024-06-30,2024-06-30
C0140,Chakrika Merchant,Hyderabad,social_media,2024-02-09,1,1,1632.25,1632.25,2024-06-30,2024-06-30,2024-06-30
C1825,Veda Padmanabhan,Chennai,organic,2022-08-14,1,1,2524.45,2524.45,2024-03-12,2024-03-12,2024-03-12
C1180,Nitesh Krishnan,Bengaluru,organic,2023-04-02,1,1,4070.67,4070.67,2024-06-12,2024-06-12,2024-06-12
C1863,Anusha Bal,Delhi,organic,2024-02-29,8,6,38528.31,6421.38,2024-03-03,2024-06-30,2024-06-30
C1344,Harish Vyas,Bengaluru,social_media,2022-11-24,6,2,9332.63,4666.32,2023-01-14,2024-06-30,2024-06-30
C1264,Mekhala Suresh,Surat,organic,2022-10-03,3,1,6671.3,6671.3,2023-07-04,2024-01-11,2024-01-11
C0876,Dalaja Edwin,Pune,email,2022-03-22,4,4,18391.74,4597.94,2022-10-10,2023-12-23,2023-12-23
C1067,Jatin Batta,Mumbai,social_media,2023-07-31,7,7,26139.22,3734.17,2023-11-08,2024-06-30,2024-06-30
C0278,Charles Chaudhry,Surat,paid_search,2022-07-05,5,3,6854.67,2284.89,2022-12-24,2024-05-14,2024-05-14
C1417,Ishwar Hayre,Delhi,referral,2022-06-02,8,4,29432.3,7358.08,2022-07-12,2024-03-28,2024-03-28
C1780,Ryan Kale,Chennai,paid_search,2024-03-10,6,3,10986.9,3662.3,2024-06-22,2024-06-30,2024-06-30
C1967,Ranveer Kari,Hyderabad,social_media,2022-08-28,8,4,27245.32,6811.33,2022-09-27,2024-06-30,2024-06-30
C0488,Azaan Khurana,Ahmedabad,paid_search,2024-03-02,6,2,23945.9,11972.95,2024-06-30,2024-06-30,2024-06-30
C0854,Jonathan Jhaveri,Ahmedabad,email,2024-04-21,5,2,4879.73,2439.86,2024-06-30,2024-06-30,2024-06-30
C1680,Radha Palan,Chennai,referral,2022-09-17,2,0,0.0,,2022-11-26,2023-02-05,2023-02-05
C0180,Chakradev Kannan,Ahmedabad,organic,2022-05-19,7,5,32082.53,6416.51,2022-09-03,2024-05-01,2024-05-01
C0875,Tejas Deo,Chennai,referral,2022-12-29,9,2,2775.07,1387.54,2023-05-24,2024-06-30,2024-06-30
C1098,Yatan Yogi,Delhi,paid_search,2023-08-24,7,5,13093.31,2618.66,2023-09-13,2024-06-30,2024-06-30
C1963,Baghyawati Edwin,Mumbai,referral,2023-09-01,6,4,10069.57,2517.39,2023-11-19,2024-06-30,2024-06-30
C1163,Pavani Raval,Chennai,referral,2022-11-03,8,2,15889.91,7944.96,2023-01-26,2024-06-30,2024-06-30
C0964,Pranit Bahl,Delhi,organic,2023-05-10,8,4,9410.65,2352.66,2024-01-03,2024-06-30,2024-06-30
C1616,Mitali Dave,Jaipur,organic,2024-02-15,6,4,30928.26,7732.07,2024-02-18,2024-06-30,2024-06-30
C0668,Chandran Warrior,Bengaluru,referral,2024-06-05,4,1,1363.53,1363.53,2024-06-23,2024-06-30,2024-06-30
C0787,Qadim Narayanan,Kolkata,paid_search,2022-02-16,5,2,7280.36,3640.18,2022-04-25,2023-11-03,2023-11-03
C0355,Ojas Basu,Hyderabad,social_media,2022-12-27,9,6,25967.38,4327.9,2023-07-18,2024-06-30,2024-06-30
C0235,Laksh Wagle,Bengaluru,paid_search,2023-01-05,4,3,5650.0,1883.33,2023-02-07,2024-06-30,2024-06-30
C0361,Charita Basu,Pune,social_media,2022-10-30,8,5,30986.54,6197.31,2023-03-31,2024-06-30,2024-06-30
C1580,Faras Kapur,Jaipur,organic,2023-10-24,7,4,8497.13,2124.28,2023-11-03,2024-06-30,2024-06-30
C1458,Jyoti Yogi,Ahmedabad,social_media,2022-05-02,5,3,6651.74,2217.25,2022-09-26,2024-03-15,2024-03-15
C0381,Yoshita Chandran,Jaipur,organic,2024-06-27,7,4,8462.99,2115.75,2024-06-30,2024-06-30,2024-06-30
C0069,Saanvi Thaman,Chennai,organic,2022-11-20,7,2,6661.74,3330.87,2022-12-29,2024-06-30,2024-06-30
C0987,Indrajit Dugar,Pune,referral,2022-12-23,5,4,11869.55,2967.39,2023-09-29,2024-06-30,2024-06-30
C0863,Eshana Saini,Delhi,social_media,2022-08-25,6,2,3149.28,1574.64,2022-11-05,2024-06-30,2024-06-30
C0994,Udarsh Jani,Bengaluru,social_media,2023-09-03,6,3,6078.61,2026.2,2024-01-16,2024-06-30,2024-06-30
C1542,Hiral Bobal,Surat,email,2023-10-20,7,5,12038.41,2407.68,2024-01-16,2024-06-30,2024-06-30
C0108,Ekavir Kaur,Ahmedabad,organic,2022-02-09,7,3,10519.95,3506.65,2022-04-25,2023-12-25,2023-12-25
C1353,Jagat Patel,Jaipur,organic,2024-06-16,2,1,2058.44,2058.44,2024-06-30,2024-06-30,2024-06-30
C1250,Ekaja Patla,Chennai,organic,2022-10-16,7,4,16169.89,4042.47,2023-08-10,2024-06-30,2024-06-30
C0821,Advik Mani,Kolkata,organic,2022-11-04,5,3,21756.68,7252.23,2022-11-15,2024-06-30,2024-06-30
C0165,Sudiksha Tiwari,Kolkata,paid_search,2022-03-07,5,4,14881.97,3720.49,2022-04-07,2023-06-21,2023-06-21
C0076,Thomas Sura,Bengaluru,email,2022-09-29,13,7,10456.54,1493.79,2022-11-10,2024-06-30,2024-06-30
C1566,Balvan Mahal,Delhi,paid_search,2024-05-18,1,1,2317.12,2317.12,2024-06-30,2024-06-30,2024-06-30
C0771,Darika Murty,Hyderabad,referral,2024-04-01,2,2,5828.6,2914.3,2024-06-30,2024-06-30,2024-06-30
C0844,Harinakshi Bhalla,Delhi,referral,2023-04-23,5,3,13190.49,4396.83,2023-08-22,2024-06-30,2024-06-30
C1469,Manan Shenoy,Hyderabad,organic,2024-02-17,3,3,10300.16,3433.39,2024-06-30,2024-06-30,2024-06-30
C0450,Lucky Choudhry,Kolkata,paid_search,2022-08-09,4,1,495.26,495.26,2022-08-25,2024-02-29,2024-02-29
C1478,Onveer Jani,Surat,organic,2023-10-11,9,5,21060.25,4212.05,2024-02-09,2024-06-30,2024-06-30
C0993,Akshay Vora,Jaipur,paid_search,2022-05-25,2,0,0.0,,2022-07-20,2024-05-23,2024-05-23
C0508,Radha Sanghvi,Pune,paid_search,2022-06-12,4,1,383.67,383.67,2022-09-29,2024-03-15,2024-03-15
C1938,Max Gade,Surat,paid_search,2022-02-08,9,4,25193.08,6298.27,2022-04-26,2023-12-28,2023-12-28
C1543,Anika Barman,Mumbai,social_media,2022-09-07,5,4,36142.58,9035.65,2022-09-19,2024-03-20,2024-03-20
C0284,Reyansh Chowdhury,Mumbai,paid_search,2023-07-18,14,8,25794.68,3224.34,2023-08-26,2024-06-30,2024-06-30
C1017,Ekavir Raj,Hyderabad,organic,2022-05-01,12,8,31517.32,3939.67,2022-05-19,2024-04-10,2024-04-10
C1710,Zayyan Sandal,Delhi,email,2023-12-22,10,8,35532.47,4441.56,2024-05-24,2024-06-30,2024-06-30
C1364,Liam Menon,Jaipur,organic,2022-07-19,8,5,12166.27,2433.25,2022-09-29,2024-05-27,2024-05-27
C1999,Utkarsh Khatri,Jaipur,email,2023-01-27,4,3,9417.8,3139.27,2023-11-01,2024-06-30,2024-06-30
C1986,Vedhika Murthy,Pune,paid_search,2022-04-12,3,2,3997.14,1998.57,2022-05-06,2023-11-21,2023-11-21
C1195,Dominic Mallick,Hyderabad,social_media,2022-04-13,7,6,34794.39,5799.07,2022-05-15,2023-10-05,2023-10-05
C0409,Jagdish Arora,Mumbai,social_media,2023-09-22,6,4,9077.82,2269.46,2023-12-15,2024-06-30,2024-06-30
C0397,Teerth Chadha,Jaipur,organic,2024-04-29,5,4,13146.92,3286.73,2024-06-30,2024-06-30,2024-06-30
C1460,Anamika Garde,Jaipur,paid_search,2022-02-06,6,5,20737.24,4147.45,2022-09-29,2023-08-25,2023-08-25
C1215,Vyanjana Ravel,Kolkata,social_media,2023-01-18,4,3,9029.89,3009.96,2023-03-20,2024-06-30,2024-06-30
C0463,Garima Jha,Chennai,email,2022-07-29,2,1,1805.18,1805.18,2023-09-17,2024-02-17,2024-02-17
C1021,Sanaya Rama,Hyderabad,referral,2022-07-31,4,2,8837.47,4418.73,2023-09-26,2024-06-30,2024-06-30
C1351,Manan Pandit,Pune,paid_search,2023-11-19,4,2,3414.25,1707.13,2024-06-30,2024-06-30,2024-06-30
C0041,Harish Borah,Delhi,organic,2022-07-14,8,5,21366.9,4273.38,2022-07-22,2024-01-17,2024-01-17
C1164,Liam Dube,Mumbai,email,2022-06-28,6,2,15724.28,7862.14,2022-10-18,2024-04-03,2024-04-03
C1030,Shivani Lanka,Hyderabad,referral,2022-11-26,8,5,17592.49,3518.5,2022-12-16,2024-06-30,2024-06-30
C1915,Mahika Rai,Pune,social_media,2022-12-27,8,5,20462.32,4092.46,2023-02-15,2024-06-30,2024-06-30
C0526,Falguni Parmar,Delhi,paid_search,2024-05-14,5,5,17706.83,3541.37,2024-06-20,2024-06-30,2024-06-30
C0484,Zaitra Prakash,Bengaluru,organic,2024-04-18,5,3,4656.13,1552.04,2024-06-30,2024-06-30,2024-06-30
C1361,Waida Walia,Ahmedabad,organic,2022-05-01,7,7,27181.57,3883.08,2022-05-07,2024-04-04,2024-04-04
C1229,Qadim Handa,Bengaluru,social_media,2022-11-24,8,3,7678.47,2559.49,2022-12-26,2024-06-30,2024-06-30
C1005,Avni Patel,Hyderabad,organic,2024-02-19,4,3,14731.33,4910.44,2024-06-30,2024-06-30,2024-06-30
C0868,Avni Deshpande,Jaipur,paid_search,2023-06-29,4,1,19650.7,19650.7,2024-06-12,2024-06-30,2024-06-30
C0072,Ekaja Zachariah,Ahmedabad,paid_search,2022-11-04,2,2,7794.64,3897.32,2023-02-28,2024-06-30,2024-06-30
C1789,Prisha Randhawa,Chennai,social_media,2022-10-26,8,5,22761.39,4552.28,2023-02-28,2024-06-30,2024-06-30
C0533,Rachita Kothari,Chennai,referral,2023-09-18,7,1,2565.66,2565.66,2023-12-16,2024-06-30,2024-06-30
C0150,Logan Bath,Hyderabad,email,2023-07-25,4,2,3145.64,1572.82,2023-07-29,2024-06-30,2024-06-30
C0809,Yatan Sodhi,Hyderabad,referral,2023-07-07,7,5,15435.81,3087.16,2023-11-07,2024-06-30,2024-06-30
C1798,Pratyush Chaudhuri,Kolkata,paid_search,2022-01-27,4,2,7542.82,3771.41,2023-05-22,2024-01-01,2024-01-01
C0247,Jeremiah Mitter,Hyderabad,organic,2022-03-29,7,6,33317.25,5552.88,2022-05-11,2024-01-16,2024-01-16
C1724,Advik Oza,Mumbai,paid_search,2024-06-01,8,4,45544.27,11386.07,2024-06-05,2024-06-30,2024-06-30
C0952,Bhavani Nagi,Jaipur,social_media,2024-04-11,6,4,11803.31,2950.83,2024-06-22,2024-06-30,2024-06-30
C0532,Advik Vohra,Hyderabad,email,2023-01-09,13,7,14528.64,2075.52,2023-01-22,2024-06-30,2024-06-30
C0239,Gagan Nagarajan,Ahmedabad,organic,2024-02-10,3,1,1208.01,1208.01,2024-02-24,2024-06-30,2024-06-30
C1199,Yahvi Arya,Kolkata,paid_search,2024-03-27,3,0,0.0,,2024-06-30,2024-06-30,2024-06-30
C1916,Qarin Hayer,Pune,paid_search,2022-11-29,4,2,8038.04,4019.02,2023-08-11,2024-06-30,2024-06-30
C1966,Varsha Prabhakar,Mumbai,email,2023-03-28,8,7,30015.02,4287.86,2024-01-08,2024-06-30,2024-06-30
C1274,Zilmil Memon,Bengaluru,organic,2023-09-28,8,4,19350.1,4837.52,2023-11-11,2024-06-30,2024-06-30
C1932,Libni Gera,Delhi,social_media,2022-11-04,8,6,24128.96,4021.49,2023-02-02,2024-06-30,2024-06-30
C1151,Victor Barman,Hyderabad,organic,2022-10-06,8,5,18119.02,3623.8,2023-03-05,2024-06-30,2024-06-30
C1576,Luke Bakshi,Delhi,organic,2022-05-25,4,3,15144.39,5048.13,2022-06-01,2024-03-28,2024-03-28
C1602,Samar Manda,Chennai,referral,2022-03-25,6,5,7031.51,1406.3,2022-06-12,2024-02-28,2024-02-28
C1784,Ethan Nair,Bengaluru,referral,2023-10-09,8,5,15958.86,3191.77,2024-05-07,2024-06-30,2024-06-30
C0907,Gautami Bhatti,Chennai,referral,2023-09-26,4,1,3596.62,3596.62,2023-12-28,2024-06-30,2024-06-30
C1844,Pooja Ganguly,Bengaluru,organic,2023-04-27,7,5,21823.8,4364.76,2023-05-04,2024-06-30,2024-06-30
C1429,Harshil Choudhry,Bengaluru,organic,2022-12-17,12,10,57942.01,5794.2,2023-01-15,2024-06-30,2024-06-30
C1066,Pahal Tiwari,Bengaluru,organic,2023-11-25,7,5,14439.65,2887.93,2024-01-27,2024-06-30,2024-06-30
C1068,Sudiksha Nori,Ahmedabad,paid_search,2022-06-18,4,0,0.0,,2023-06-02,2024-05-09,2024-05-09
C0726,Isha Mittal,Chennai,social_media,2023-03-29,5,2,16213.05,8106.53,2023-06-16,2024-06-30,2024-06-30
C0251,Nakul Sarraf,Chennai,referral,2023-03-30,7,2,8207.18,4103.59,2023-04-21,2024-06-30,2024-06-30
C1639,Vrinda Tata,Pune,social_media,2023-03-01,4,3,10231.92,3410.64,2023-05-09,2024-06-30,2024-06-30
C1110,Abhimanyu Hayre,Surat,social_media,2022-09-27,7,4,13164.68,3291.17,2023-03-28,2024-06-30,2024-06-30
C1007,Matthew Sarraf,Ahmedabad,social_media,2022-06-22,8,7,29521.35,4217.34,2022-07-16,2024-02-21,2024-02-21
C1829,Jonathan Chandra,Jaipur,referral,2024-01-31,1,1,3135.56,3135.56,2024-06-30,2024-06-30,2024-06-30
C1042,Warda Palan,Chennai,paid_search,2022-11-27,8,6,54134.63,9022.44,2023-01-10,2024-06-30,2024-06-30
C1872,Idika Sood,Mumbai,paid_search,2022-09-14,6,5,28328.32,5665.66,2022-10-04,2024-06-30,2024-06-30
C0560,Balveer Dube,Chennai,organic,2022-04-24,4,3,18648.65,6216.22,2022-06-12,2023-12-28,2023-12-28
C0847,Damyanti Chatterjee,Mumbai,social_media,2023-02-28,9,8,21374.57,2671.82,2023-05-30,2024-06-30,2024-06-30
C1522,Indira Nori,Hyderabad,organic,2024-01-13,5,4,18495.91,4623.98,2024-01-28,2024-06-30,2024-06-30
C0562,Ojasvi Yadav,Surat,paid_search,2023-10-17,6,3,6920.71,2306.9,2024-02-19,2024-06-30,2024-06-30
C0648,Owen Mane,Bengaluru,organic,2023-08-18,8,4,9404.51,2351.13,2023-08-24,2024-06-30,2024-06-30
C1705,Pahal Bhagat,Mumbai,paid_search,2023-11-22,3,3,12623.67,4207.89,2024-01-17,2024-06-30,2024-06-30
C1347,Frederick Jain,Mumbai,social_media,2024-01-25,5,3,11493.42,3831.14,2024-06-30,2024-06-30,2024-06-30
C1016,Ekta Dayal,Delhi,paid_search,2024-06-01,6,5,15299.27,3059.85,2024-06-30,2024-06-30,2024-06-30
C1278,Abha Raj,Kolkata,organic,2023-12-01,5,3,10123.21,3374.4,2024-01-17,2024-06-30,2024-06-30
C0492,Urvi Deo,Pune,organic,2023-10-05,4,3,8096.01,2698.67,2023-10-28,2024-06-30,2024-06-30
C0388,Amol Dash,Ahmedabad,paid_search,2022-08-11,1,1,10347.6,10347.6,2024-02-11,2024-02-11,2024-02-11
C0605,Sudiksha Biswas,Bengaluru,email,2024-03-31,6,3,7314.17,2438.06,2024-06-30,2024-06-30,2024-06-30
C0243,Ethan Dass,Delhi,referral,2023-05-05,6,4,11007.89,2751.97,2023-07-18,2024-06-30,2024-06-30
C1383,Bina Edwin,Pune,paid_search,2024-06-17,4,2,5491.72,2745.86,2024-06-30,2024-06-30,2024-06-30
C0391,Vivaan Sanghvi,Pune,organic,2023-10-23,5,3,19762.88,6587.63,2024-06-30,2024-06-30,2024-06-30
C1604,Gabriel Devan,Delhi,social_media,2024-01-22,9,7,19639.49,2805.64,2024-05-28,2024-06-30,2024-06-30
C0191,Ekantika Mutti,Delhi,social_media,2023-04-30,6,3,9733.1,3244.37,2023-07-26,2024-06-30,2024-06-30
C0582,Rishi Nadkarni,Ahmedabad,organic,2022-03-06,5,4,13642.77,3410.69,2022-07-25,2024-03-04,2024-03-04
C0801,Oscar Soman,Bengaluru,organic,2022-12-21,8,5,25235.72,5047.14,2023-03-13,2024-06-30,2024-06-30
C0590,William Gandhi,Kolkata,referral,2023-01-12,5,4,7684.99,1921.25,2023-08-11,2024-06-30,2024-06-30
C1483,Vrinda Kota,Jaipur,referral,2023-05-10,7,2,9699.83,4849.92,2023-07-16,2024-06-30,2024-06-30
C0661,Hemangini Mangat,Pune,social_media,2024-06-01,9,5,10540.79,2108.16,2024-06-13,2024-06-30,2024-06-30
C0356,Advaith Chaudhari,Chennai,social_media,2023-09-28,6,6,19610.66,3268.44,2023-10-14,2024-06-30,2024-06-30
C0940,Netra Das,Bengaluru,social_media,2023-07-13,4,2,13979.42,6989.71,2024-02-13,2024-06-30,2024-06-30
C0633,Samaksh Krish,Kolkata,referral,2024-02-27,6,4,13324.52,3331.13,2024-06-04,2024-06-30,2024-06-30
C1315,Anusha Handa,Hyderabad,organic,2023-01-05,7,4,17035.67,4258.92,2023-02-13,2024-06-30,2024-06-30
C0527,Hema Goswami,Jaipur,organic,2023-07-07,5,1,2560.11,2560.11,2023-11-07,2024-06-30,2024-06-30
C1813,Widisha Jani,Delhi,paid_search,2024-04-04,7,5,16268.57,3253.71,2024-05-14,2024-06-30,2024-06-30
C0026,Veer Bir,Ahmedabad,email,2022-05-12,3,1,6946.06,6946.06,2022-09-09,2023-09-02,2023-09-02
C0340,Jagvi Madan,Bengaluru,organic,2023-08-21,5,2,3406.91,1703.46,2023-09-02,2024-06-30,2024-06-30
C1349,Jatin Bail,Hyderabad,social_media,2024-01-01,7,5,24503.84,4900.77,2024-06-01,2024-06-30,2024-06-30
C1672,Jacob Om,Delhi,organic,2022-08-27,13,4,22494.8,5623.7,2022-09-25,2024-06-30,2024-06-30
C0923,Orinder Modi,Chennai,organic,2022-10-03,3,2,1763.5,881.75,2024-01-19,2024-06-30,2024-06-30
C1909,Advika Chopra,Delhi,referral,2023-03-02,11,3,23320.55,7773.52,2023-03-06,2024-06-30,2024-06-30
C1363,Janani Som,Delhi,paid_search,2023-09-28,8,8,40356.11,5044.51,2023-12-19,2024-06-30,2024-06-30
C0053,Dalaja Kari,Ahmedabad,organic,2023-05-13,8,5,26758.05,5351.61,2023-07-14,2024-06-30,2024-06-30
C1627,Yug Bandi,Surat,paid_search,2022-09-27,7,5,8604.13,1720.83,2022-12-10,2024-05-16,2024-05-16
C1358,Arya Dhillon,Chennai,paid_search,2024-06-11,3,3,11559.81,3853.27,2024-06-19,2024-06-30,2024-06-30
C0773,Parth Choudhury,Jaipur,paid_search,2022-03-25,12,6,42137.29,7022.88,2022-04-03,2024-03-21,2024-03-21
C0219,Wridesh Saha,Hyderabad,organic,2023-06-14,4,3,8434.9,2811.63,2023-10-22,2024-06-30,2024-06-30
C1897,Dipta Bava,Ahmedabad,email,2022-08-02,12,6,25616.59,4269.43,2022-09-29,2024-03-03,2024-03-03
C0502,Osha Narula,Surat,paid_search,2022-11-26,6,5,22327.33,4465.47,2022-12-31,2024-01-17,2024-01-17
C0379,Noah Dewan,Mumbai,paid_search,2022-02-16,4,2,3080.23,1540.12,2022-10-16,2023-04-08,2023-04-08
C0867,Jagrati Madan,Ahmedabad,organic,2023-11-07,10,3,5567.39,1855.8,2024-02-29,2024-06-30,2024-06-30
C0264,Falak Nagar,Bengaluru,email,2022-08-19,2,1,2922.95,2922.95,2023-07-24,2024-05-18,2024-05-18
C1926,Sneha Sawhney,Chennai,email,2022-01-23,12,7,18192.46,2598.92,2022-02-06,2024-01-05,2024-01-05
C1130,Bishakha Pillay,Mumbai,paid_search,2023-04-13,4,4,9554.48,2388.62,2024-01-14,2024-06-30,2024-06-30
C1939,Nathan Singh,Mumbai,email,2024-03-09,6,1,3165.39,3165.39,2024-06-30,2024-06-30,2024-06-30
C0729,Pooja Muni,Delhi,social_media,2022-05-21,7,5,16960.75,3392.15,2022-05-28,2024-04-02,2024-04-02
C1008,Qadim Banik,Ahmedabad,paid_search,2024-03-02,2,0,0.0,,2024-06-02,2024-06-30,2024-06-30
C0332,Praneel Murty,Delhi,paid_search,2022-04-11,5,4,5964.72,1491.18,2022-09-02,2023-10-01,2023-10-01
C0227,Rajeshri Ratta,Jaipur,paid_search,2024-02-03,5,2,4597.82,2298.91,2024-06-10,2024-06-30,2024-06-30
C0511,Harshil Rajagopal,Pune,organic,2023-10-09,8,5,19194.05,3838.81,2023-10-12,2024-06-30,2024-06-30
C1289,Irya Sidhu,Delhi,referral,2023-07-31,9,7,18533.78,2647.68,2023-11-12,2024-06-30,2024-06-30
C1771,Girindra Savant,Bengaluru,organic,2022-04-12,10,8,25275.41,3159.43,2022-06-04,2023-11-26,2023-11-26
C1866,Nitara Grewal,Bengaluru,social_media,2023-10-23,6,4,8744.81,2186.2,2024-05-30,2024-06-30,2024-06-30
C1282,Niharika Bhatti,Kolkata,social_media,2023-07-24,9,5,24412.7,4882.54,2023-08-04,2024-06-30,2024-06-30
C0525,Pooja D’Alia,Bengaluru,organic,2022-05-21,5,4,15720.84,3930.21,2022-06-07,2024-03-04,2024-03-04
C1129,Yochana Parmar,Pune,organic,2022-11-15,4,2,16067.66,8033.83,2023-06-15,2024-06-25,2024-06-25
C1671,Yashasvi Rout,Chennai,paid_search,2022-05-18,4,2,9953.19,4976.6,2022-07-12,2024-05-17,2024-05-17
C1828,Hema Venkataraman,Chennai,organic,2023-12-03,5,5,11540.51,2308.1,2024-01-02,2024-06-30,2024-06-30
C0211,Rajeshri Chand,Hyderabad,referral,2024-05-22,7,4,20565.23,5141.31,2024-06-30,2024-06-30,2024-06-30
C1891,Wriddhish Swaminathan,Delhi,paid_search,2022-07-26,9,5,12832.81,2566.56,2022-10-21,2024-06-30,2024-06-30
C1233,Abhimanyu Prashad,Mumbai,organic,2022-04-21,7,4,11886.71,2971.68,2022-06-23,2024-02-02,2024-02-02
C0497,Dakshesh Raval,Chennai,organic,2023-01-13,8,7,33453.09,4779.01,2023-06-03,2024-06-30,2024-06-30
C0152,Mohammed Sachdeva,Jaipur,email,2023-04-21,2,1,12888.48,12888.48,2024-06-30,2024-06-30,2024-06-30
C0679,Mohammed Prabhu,Kolkata,paid_search,2024-02-22,6,4,34552.17,8638.04,2024-05-09,2024-06-30,2024-06-30
C0049,Balveer Parmar,Delhi,paid_search,2024-06-14,7,3,7281.5,2427.17,2024-06-30,2024-06-30,2024-06-30
C1286,Pratyush Pai,Delhi,paid_search,2023-03-06,5,4,7055.57,1763.89,2024-06-30,2024-06-30,2024-06-30
C1121,Jeet Chada,Kolkata,organic,2024-01-02,4,4,43886.43,10971.61,2024-03-13,2024-06-30,2024-06-30
C0171,Indira Chawla,Kolkata,paid_search,2023-02-04,6,5,13098.17,2619.63,2023-03-30,2024-06-30,2024-06-30
C0233,Bakhshi Date,Jaipur,social_media,2023-08-27,6,4,8115.18,2028.8,2024-01-18,2024-06-30,2024-06-30
C0448,Anmol Vyas,Bengaluru,social_media,2022-03-13,3,0,0.0,,2022-09-22,2023-04-23,2023-04-23
C0457,Hritik Agarwal,Surat,paid_search,2023-05-13,5,2,6224.98,3112.49,2024-06-30,2024-06-30,2024-06-30
C1947,Adya Sen,Hyderabad,organic,2023-12-16,5,2,5186.39,2593.19,2024-01-07,2024-06-30,2024-06-30
C1040,Vedika Varghese,Jaipur,paid_search,2024-03-25,5,1,3865.49,3865.49,2024-06-30,2024-06-30,2024-06-30
C1266,Vrinda Upadhyay,Jaipur,paid_search,2022-12-19,7,4,8053.99,2013.5,2023-02-01,2024-06-30,2024-06-30
C0052,Lavanya Barad,Hyderabad,organic,2022-04-06,5,2,2369.25,1184.63,2022-06-15,2023-07-06,2023-07-06
C1049,Utkarsh Dara,Bengaluru,referral,2023-12-07,5,2,12451.49,6225.75,2024-03-01,2024-06-30,2024-06-30
C1531,Saksham Edwin,Ahmedabad,referral,2022-11-05,4,1,1162.02,1162.02,2023-02-15,2024-06-30,2024-06-30
C0921,Omisha Sharma,Hyderabad,social_media,2023-07-27,4,2,8526.12,4263.06,2023-08-24,2024-06-30,2024-06-30
C1657,Urvi Pant,Hyderabad,paid_search,2022-03-12,9,6,19139.16,3189.86,2022-08-08,2024-02-17,2024-02-17
C0441,Anirudh Raja,Jaipur,email,2024-05-15,5,4,9076.95,2269.24,2024-06-21,2024-06-30,2024-06-30
C1305,Neel Dey,Delhi,organic,2023-09-12,7,4,6098.56,1524.64,2023-11-29,2024-06-30,2024-06-30
C0124,Oeshi Oak,Hyderabad,paid_search,2024-01-30,10,2,8349.42,4174.71,2024-06-30,2024-06-30,2024-06-30
C0385,Girik Shanker,Delhi,referral,2023-11-02,5,3,16489.2,5496.4,2024-05-11,2024-06-30,2024-06-30
C0570,Ethan Bhagat,Jaipur,referral,2023-07-12,7,4,12609.26,3152.32,2023-08-13,2024-06-30,2024-06-30
