customer_id,customer_name,city,acquisition_channel,segment,recency_days,frequency,total_revenue,r_score,f_score,m_score,rfm_score
C0939,Harsh Ganguly,Hyderabad,social_media,Champions,1,6,14235.56,4.0,5.0,4.0,13.0
C1675,Darika Halder,Mumbai,social_media,At Risk,1,2,3810.65,4.0,2.0,1.0,7.0
C0290,Nidra Thakkar,Ahmedabad,social_media,At Risk,1,3,4030.0,4.0,3.0,1.0,8.0
C0472,Warinder Soni,Kolkata,social_media,At Risk,1,3,9495.25,4.0,3.0,3.0,10.0
C0083,Tejas Shroff,Chennai,organic,Loyal,94,3,15171.59,2.0,3.0,4.0,9.0
C0950,Vritti Zacharia,Kolkata,paid_search,Champions,1,3,13965.67,4.0,3.0,4.0,11.0
C1442,Eiravati Chokshi,Jaipur,referral,At Risk,1,1,5005.26,4.0,1.0,2.0,7.0
C0228,Widisha Pillai,Ahmedabad,organic,At Risk,1,1,584.82,4.0,1.0,1.0,6.0
C0903,Jalsa Rao,Ahmedabad,paid_search,Loyal,90,5,32355.27,2.0,5.0,5.0,12.0
C0694,Zilmil Chatterjee,Chennai,social_media,At Risk,1,2,11914.52,4.0,2.0,3.0,9.0
C0913,Vasana Sarin,Chennai,organic,Champions,1,6,27229.68,4.0,5.0,5.0,14.0
C0055,Ayaan D’Alia,Kolkata,organic,Loyal,289,3,14523.44,1.0,3.0,4.0,8.0
C0255,Yuvraj Dutta,Delhi,organic,Champions,1,4,10161.16,4.0,4.0,3.0,11.0
C1287,Aditya Varghese,Surat,social_media,Loyal,58,4,31977.79,2.0,4.0,5.0,11.0
C1050,Chakradhar Loke,Bengaluru,referral,Champions,1,4,13160.02,4.0,4.0,4.0,12.0
C0300,Keya Buch,Kolkata,referral,Champions,1,3,13724.47,4.0,3.0,4.0,11.0
C0109,Manthan Lata,Ahmedabad,paid_search,At Risk,1,3,2968.13,4.0,3.0,1.0,8.0
C0556,Chatura Arya,Ahmedabad,paid_search,Loyal,68,4,16762.73,2.0,4.0,4.0,10.0
C1677,Anjali Iyengar,Hyderabad,social_media,At Risk,1,2,5812.5,4.0,2.0,2.0,8.0
C0285,Akshay Nazareth,Chennai,paid_search,Loyal,137,3,18275.52,1.0,3.0,4.0,8.0
C1755,Kritika Sundaram,Bengaluru,paid_search,Champions,1,4,24302.18,4.0,4.0,5.0,13.0
C0618,Urishilla Saran,Chennai,social_media,Champions,1,5,20292.65,4.0,5.0,5.0,14.0
C0299,Pranit Deshmukh,Chennai,paid_search,At Risk,1,1,5105.4,4.0,1.0,2.0,7.0
C1564,Nicholas Raj,Surat,organic,Champions,1,7,14278.45,4.0,5.0,4.0,13.0
C1380,Abhiram Parikh,Pune,referral,Lost,335,2,6631.38,1.0,2.0,2.0,5.0
C0439,Manthan Banerjee,Delhi,referral,Loyal,9,2,22568.25,2.0,2.0,5.0,9.0
C1444,Nimrat Memon,Pune,paid_search,At Risk,1,3,7316.57,4.0,3.0,2.0,9.0
C1381,Ishani Dayal,Hyderabad,organic,At Risk,1,2,4908.9,4.0,2.0,2.0,8.0
C0245,Zarna Dua,Mumbai,organic,Champions,1,5,12271.02,4.0,5.0,3.0,12.0
C0313,Charan Loyal,Hyderabad,email,At Risk,1,2,6182.93,4.0,2.0,2.0,8.0
C0645,Mitali Chaudhary,Chennai,organic,Champions,1,4,16723.03,4.0,4.0,4.0,12.0
C1172,Samaksh Thakkar,Hyderabad,email,Loyal,119,5,38964.63,2.0,5.0,5.0,12.0
C0780,Yoshita Chaudry,Delhi,referral,At Risk,1,1,2781.6,4.0,1.0,1.0,6.0
C0544,Tanvi Halder,Jaipur,referral,Loyal,90,4,46456.02,2.0,4.0,5.0,11.0
C1767,Waida Goda,Bengaluru,paid_search,Lost,211,3,7287.05,1.0,3.0,2.0,6.0
C1147,Kashvi Vora,Mumbai,paid_search,Champions,1,3,22336.7,4.0,3.0,5.0,12.0
C0559,Kalpit Dyal,Surat,paid_search,At Risk,1,4,6257.62,4.0,4.0,2.0,10.0
C1987,Robert Viswanathan,Jaipur,organic,Champions,1,4,9369.09,4.0,4.0,3.0,11.0
C0796,Sneha Wali,Kolkata,paid_search,Champions,1,3,20569.61,4.0,3.0,5.0,12.0
C0185,Bimala Contractor,Ahmedabad,organic,Lost,99,2,11046.86,2.0,2.0,3.0,7.0
C0643,Madhav Doctor,Chennai,referral,Champions,1,6,33536.17,4.0,5.0,5.0,14.0
C1326,Caleb Datta,Kolkata,paid_search,Champions,1,4,17931.17,4.0,4.0,4.0,12.0
C1695,Urmi Puri,Kolkata,organic,At Risk,1,3,8430.46,4.0,3.0,2.0,9.0
C1754,Onkar Padmanabhan,Pune,social_media,Champions,1,6,17957.53,4.0,5.0,4.0,13.0
C0857,Jacob Wagle,Jaipur,paid_search,At Risk,1,3,9116.43,4.0,3.0,3.0,10.0
C0483,Gaurav Guha,Pune,paid_search,At Risk,1,2,2202.17,4.0,2.0,1.0,7.0
C1407,Xalak Nadig,Jaipur,social_media,Loyal,124,4,27341.25,2.0,4.0,5.0,11.0
C1256,Chandani Dutta,Chennai,email,Champions,1,4,10772.41,4.0,4.0,3.0,11.0
C1851,Triveni Virk,Ahmedabad,paid_search,At Risk,1,2,7231.36,4.0,2.0,2.0,8.0
C1258,Barkha Hayer,Ahmedabad,paid_search,Lost,81,3,6755.89,2.0,3.0,2.0,7.0
C0700,Bhavani Babu,Mumbai,social_media,Champions,1,5,18900.5,4.0,5.0,5.0,14.0
C1858,Raksha Pathak,Pune,organic,Champions,1,5,12102.67,4.0,5.0,3.0,12.0
C0157,Manbir Agate,Ahmedabad,paid_search,Champions,1,6,13841.53,4.0,5.0,4.0,13.0
C1611,Balvan Sahota,Surat,social_media,At Risk,1,3,8183.49,4.0,3.0,2.0,9.0
C0893,Ojas Dyal,Kolkata,email,At Risk,1,4,6996.31,4.0,4.0,2.0,10.0
C1514,Reva Dasgupta,Chennai,social_media,Champions,1,4,23941.52,4.0,4.0,5.0,13.0
C0105,Hardik Johal,Kolkata,referral,Lost,103,2,3855.59,2.0,2.0,1.0,5.0
C0919,Kashish Sundaram,Chennai,paid_search,Loyal,185,8,30396.58,1.0,5.0,5.0,11.0
C0066,Leena Talwar,Surat,organic,At Risk,1,2,3612.86,4.0,2.0,1.0,7.0
C0126,Tamanna Nagy,Delhi,social_media,Champions,1,4,8686.27,4.0,4.0,3.0,11.0
C1159,Vedant Karan,Surat,organic,Champions,1,3,29746.97,4.0,3.0,5.0,12.0
C1412,Gautami Comar,Bengaluru,organic,Champions,1,4,15281.1,4.0,4.0,4.0,12.0
C0650,Oviya Ravel,Mumbai,referral,Champions,1,3,13084.42,4.0,3.0,4.0,11.0
C0107,Bishakha Bali,Delhi,paid_search,Champions,1,4,16810.71,4.0,4.0,4.0,12.0
C0505,Hema Rout,Jaipur,social_media,Lost,141,2,5451.18,1.0,2.0,2.0,5.0
C1107,Jeet Shere,Chennai,social_media,Lost,368,1,2508.46,1.0,1.0,1.0,3.0
C0593,Lipika Singh,Ahmedabad,paid_search,At Risk,1,2,8584.66,4.0,2.0,2.0,8.0
C1701,Pavani Dora,Mumbai,organic,Champions,1,7,37423.2,4.0,5.0,5.0,14.0
C1324,Kalpit Dara,Hyderabad,referral,At Risk,1,4,8090.69,4.0,4.0,2.0,10.0
C1528,Ishwar Barad,Bengaluru,organic,Champions,1,5,27292.74,4.0,5.0,5.0,14.0
C1879,Nikita Raj,Ahmedabad,organic,Lost,130,2,5422.44,1.0,2.0,2.0,5.0
C1722,Gunbir Kant,Pune,email,Loyal,61,4,8423.32,2.0,4.0,2.0,8.0
C1589,Arjun Ganesan,Hyderabad,organic,At Risk,1,2,5289.64,4.0,2.0,2.0,8.0
C1146,Yashodhara Prasad,Kolkata,organic,Loyal,105,3,10565.78,2.0,3.0,3.0,8.0
C0022,Kabir Soman,Chennai,organic,Champions,1,4,12271.84,4.0,4.0,3.0,11.0
C0639,Eshana Pathak,Mumbai,referral,At Risk,1,2,10732.16,4.0,2.0,3.0,9.0
C0638,Diya Anand,Bengaluru,paid_search,Loyal,128,5,16397.51,1.0,5.0,4.0,10.0
C1262,Daksh Char,Mumbai,organic,Champions,1,4,9271.92,4.0,4.0,3.0,11.0
C1654,Manan Dhar,Surat,social_media,Loyal,321,4,8994.76,1.0,4.0,3.0,8.0
C0596,Zaitra Ravi,Bengaluru,paid_search,At Risk,1,2,12613.41,4.0,2.0,3.0,9.0
C1473,Chandran Raja,Kolkata,organic,Champions,1,4,16547.45,4.0,4.0,4.0,12.0
C1628,Frado Bose,Kolkata,social_media,Loyal,53,4,15976.71,2.0,4.0,4.0,10.0
C1228,Yadavi Choudhary,Delhi,organic,Champions,1,6,21268.73,4.0,5.0,5.0,14.0
C1290,Dalaja Chahal,Jaipur,referral,At Risk,1,1,3169.15,4.0,1.0,1.0,6.0
C0660,Nitara Lad,Surat,organic,At Risk,1,2,9803.79,4.0,2.0,3.0,9.0
C1331,Samuel Gour,Chennai,paid_search,At Risk,1,2,1408.64,4.0,2.0,1.0,7.0
C0753,Fariq Ahuja,Hyderabad,organic,Champions,1,5,12527.79,4.0,5.0,3.0,12.0
C1001,Abdul Kulkarni,Jaipur,paid_search,Champions,1,3,22180.51,4.0,3.0,5.0,12.0
C0350,Maya Patla,Chennai,organic,At Risk,1,3,6731.6,4.0,3.0,2.0,9.0
C0443,Ayushman Mand,Jaipur,organic,Champions,1,4,15334.75,4.0,4.0,4.0,12.0
C0800,Meera Nadkarni,Hyderabad,organic,Champions,1,6,16308.2,4.0,5.0,4.0,13.0
C0410,Zansi Lad,Jaipur,paid_search,At Risk,1,3,2953.57,4.0,3.0,1.0,8.0
C1744,Darpan Master,Surat,referral,At Risk,1,1,1112.26,4.0,1.0,1.0,6.0
C0282,Bimala Barad,Kolkata,social_media,Lost,61,1,2475.18,2.0,1.0,1.0,4.0
C1642,Balvan Samra,Mumbai,organic,At Risk,1,2,9939.73,4.0,2.0,3.0,9.0
C0376,Amrita Peri,Hyderabad,social_media,At Risk,1,1,1790.83,4.0,1.0,1.0,6.0
C0344,Charvi Loyal,Delhi,paid_search,Lost,268,1,4376.2,1.0,1.0,1.0,3.0
C1558,Bahadurjit Madan,Mumbai,organic,Lost,167,2,6396.66,1.0,2.0,2.0,5.0
C1555,Hiral Roy,Kolkata,social_media,Champions,1,3,14262.05,4.0,3.0,4.0,11.0
C1242,Unni Ganguly,Bengaluru,social_media,Loyal,35,3,12195.62,2.0,3.0,3.0,8.0
C1334,Balveer Divan,Surat,paid_search,At Risk,1,3,12507.81,4.0,3.0,3.0,10.0
C0382,Kevin Krish,Pune,social_media,Champions,1,5,23263.89,4.0,5.0,5.0,14.0
C1658,Ojas Mall,Delhi,organic,Lost,407,2,3459.65,1.0,2.0,1.0,4.0
C0481,Anmol Nazareth,Jaipur,social_media,Loyal,177,3,9719.2,1.0,3.0,3.0,7.0
C1652,Harsh Date,Kolkata,social_media,Champions,1,5,19011.46,4.0,5.0,5.0,14.0
C1792,Nathan Varghese,Ahmedabad,paid_search,Champions,1,7,37233.82,4.0,5.0,5.0,14.0
C0561,Elijah Nadkarni,Mumbai,organic,Lost,60,2,7471.27,2.0,2.0,2.0,6.0
C1427,Sudiksha Parmar,Surat,organic,At Risk,1,3,5531.73,4.0,3.0,2.0,9.0
C1774,Naksh Nanda,Chennai,paid_search,Lost,38,1,3381.8,2.0,1.0,1.0,4.0
C0905,Tanveer Sawhney,Bengaluru,social_media,At Risk,1,3,11661.83,4.0,3.0,3.0,10.0
C1544,Inaya Sankar,Kolkata,email,Champions,1,5,25737.93,4.0,5.0,5.0,14.0
C0011,Theodore Nair,Jaipur,referral,Loyal,90,4,10648.69,2.0,4.0,3.0,9.0
C1178,Ekalinga Kalla,Kolkata,organic,At Risk,1,3,9426.89,4.0,3.0,3.0,10.0
C1135,Unnati Kala,Hyderabad,organic,Champions,1,3,22669.04,4.0,3.0,5.0,12.0
C0244,Kabir Gopal,Ahmedabad,organic,At Risk,1,2,6802.92,4.0,2.0,2.0,8.0
C1436,Zarna Vala,Ahmedabad,organic,Champions,1,4,18795.03,4.0,4.0,4.0,12.0
C0624,Ijaya Palan,Chennai,referral,At Risk,1,2,3451.36,4.0,2.0,1.0,7.0
C0431,Banjeet Kale,Jaipur,paid_search,Champions,1,5,14736.12,4.0,5.0,4.0,13.0
C0396,Nitesh Sarraf,Surat,organic,Loyal,62,3,10103.81,2.0,3.0,3.0,8.0
C1620,Harinakshi Bath,Ahmedabad,organic,Champions,1,4,16783.13,4.0,4.0,4.0,12.0
C1244,Naveen Narain,Ahmedabad,social_media,At Risk,1,2,3658.31,4.0,2.0,1.0,7.0
C1687,Kashvi Nazareth,Kolkata,social_media,At Risk,1,1,2675.49,4.0,1.0,1.0,6.0
C0541,Januja Sethi,Surat,organic,Champions,1,4,20606.32,4.0,4.0,5.0,13.0
C1356,Alka Bose,Pune,social_media,Loyal,183,2,16859.61,1.0,2.0,4.0,7.0
C0604,Nirja Dhar,Kolkata,paid_search,At Risk,1,1,2057.64,4.0,1.0,1.0,6.0
C0774,Vasudha Tella,Pune,organic,Champions,1,3,14843.95,4.0,3.0,4.0,11.0
C1028,Yahvi Babu,Bengaluru,social_media,At Risk,1,1,3384.1,4.0,1.0,1.0,6.0
C1952,Shivani Chad,Delhi,paid_search,Lost,164,3,8541.94,1.0,3.0,2.0,6.0
C1974,Nathaniel Sura,Jaipur,referral,At Risk,1,1,1206.03,4.0,1.0,1.0,6.0
C1277,Jagrati Mall,Mumbai,paid_search,Lost,256,1,2220.3,1.0,1.0,1.0,3.0
C0082,Ryan Bahri,Delhi,email,At Risk,1,3,8046.26,4.0,3.0,2.0,9.0
C1918,Nimrat Vasa,Surat,organic,Loyal,137,2,18514.99,1.0,2.0,4.0,7.0
C0337,Rachana Grewal,Bengaluru,organic,At Risk,1,2,8847.67,4.0,2.0,3.0,9.0
C1957,Viraj Kade,Surat,organic,Champions,1,5,9674.87,4.0,5.0,3.0,12.0
C1029,Chakradev Chacko,Hyderabad,organic,Lost,241,1,9216.3,1.0,1.0,3.0,5.0
C0721,Sai Madan,Chennai,organic,At Risk,1,3,6984.8,4.0,3.0,2.0,9.0
C1860,Rushil Chander,Hyderabad,organic,Champions,1,6,23675.58,4.0,5.0,5.0,14.0
C0651,Dipta Nadig,Delhi,organic,Loyal,539,3,28570.1,1.0,3.0,5.0,9.0
C1139,Theodore Lala,Chennai,organic,Champions,1,3,13790.02,4.0,3.0,4.0,11.0
C1033,Chavvi Patel,Ahmedabad,organic,At Risk,1,1,9583.41,4.0,1.0,3.0,8.0
C0252,Maanas Munshi,Chennai,social_media,Lost,43,3,5672.38,2.0,3.0,2.0,7.0
C1293,Widisha Varma,Mumbai,organic,At Risk,1,2,3942.16,4.0,2.0,1.0,7.0
C1336,Ekta Chacko,Pune,social_media,Champions,1,5,13506.32,4.0,5.0,4.0,13.0
C0602,Pranit Varughese,Chennai,social_media,At Risk,1,2,9982.35,4.0,2.0,3.0,9.0
C0020,Ekiya Suresh,Pune,paid_search,At Risk,1,2,3427.09,4.0,2.0,1.0,7.0
C0096,Anika Mohan,Kolkata,organic,Loyal,100,3,13341.54,2.0,3.0,4.0,9.0
C0806,Wishi Khalsa,Surat,social_media,At Risk,1,2,4075.21,4.0,2.0,1.0,7.0
C0099,Jonathan Mahal,Hyderabad,social_media,Loyal,75,7,44023.33,2.0,5.0,5.0,12.0
C0553,Ryan Loke,Pune,referral,Champions,1,3,17740.76,4.0,3.0,4.0,11.0
C1053,Brinda Sathe,Bengaluru,organic,At Risk,1,2,8562.88,4.0,2.0,2.0,8.0
C0928,Ryan Goyal,Ahmedabad,organic,Loyal,218,4,24669.98,1.0,4.0,5.0,10.0
C1446,Kamya Dhillon,Hyderabad,paid_search,Champions,1,6,27301.2,4.0,5.0,5.0,14.0
C0528,Lekha Sridhar,Surat,organic,Champions,1,5,15975.92,4.0,5.0,4.0,13.0
C0591,Veda Parmer,Ahmedabad,referral,Champions,1,2,32389.88,4.0,2.0,5.0,11.0
C1395,Turvi Chander,Mumbai,paid_search,Champions,1,4,11649.18,4.0,4.0,3.0,11.0
C0622,Aadi Dugar,Pune,social_media,At Risk,1,2,4074.08,4.0,2.0,1.0,7.0
C0057,Ranveer Kumar,Jaipur,social_media,Champions,1,4,11861.74,4.0,4.0,3.0,11.0
C1113,Zayyan Setty,Pune,organic,Loyal,162,3,11852.96,1.0,3.0,3.0,7.0
C1437,Ayushman Narang,Pune,social_media,Champions,1,3,16851.49,4.0,3.0,4.0,11.0
C0314,Varenya Joshi,Surat,paid_search,Loyal,49,3,11540.26,2.0,3.0,3.0,8.0
C0615,Zehaan Mohanty,Ahmedabad,paid_search,Loyal,139,3,10970.57,1.0,3.0,3.0,7.0
C0534,Manthan Bhagat,Ahmedabad,organic,At Risk,1,3,5971.88,4.0,3.0,2.0,9.0
C1368,Farhan Konda,Kolkata,email,Loyal,236,4,22666.1,1.0,4.0,5.0,10.0
C0791,Yagnesh Dutt,Kolkata,paid_search,At Risk,1,4,7273.3,4.0,4.0,2.0,10.0
C0731,Eesha Bir,Jaipur,organic,Champions,1,3,15171.85,4.0,3.0,4.0,11.0
C1232,Aditya Bhat,Pune,organic,Loyal,128,5,13619.02,1.0,5.0,4.0,10.0
C1819,Gopal Sridhar,Kolkata,referral,Champions,1,5,16915.19,4.0,5.0,4.0,13.0
C1425,Samar Chander,Mumbai,organic,Champions,1,5,28172.77,4.0,5.0,5.0,14.0
C0599,Victor Sachdeva,Kolkata,organic,Lost,35,1,3576.97,2.0,1.0,1.0,4.0
C0889,Bishakha Gulati,Jaipur,social_media,Lost,131,2,8782.68,1.0,2.0,3.0,6.0
C0271,Dipta Ghose,Surat,organic,Lost,353,2,6073.15,1.0,2.0,2.0,5.0
C1736,Nilima Bajaj,Chennai,organic,Champions,1,10,24467.51,4.0,5.0,5.0,14.0
C1763,Ucchal Chaudhari,Chennai,referral,At Risk,1,3,5426.08,4.0,3.0,2.0,9.0
C0125,Manthan Sekhon,Pune,social_media,Loyal,160,3,13802.0,1.0,3.0,4.0,8.0
C0909,Bimala Swaminathan,Kolkata,social_media,Lost,33,1,13604.48,2.0,1.0,4.0,7.0
C0164,Dominic Date,Bengaluru,social_media,Champions,1,8,31769.52,4.0,5.0,5.0,14.0
C1013,Girindra Narasimhan,Delhi,social_media,At Risk,1,2,15168.26,4.0,2.0,4.0,10.0
C0882,Vanya Kadakia,Mumbai,social_media,Loyal,269,4,17737.72,1.0,4.0,4.0,9.0
C1490,Anusha Sengupta,Chennai,paid_search,Champions,1,2,19179.89,4.0,2.0,5.0,11.0
C0888,Urvi Palan,Delhi,social_media,Lost,619,2,10096.0,1.0,2.0,3.0,6.0
C1948,Faris Natarajan,Kolkata,email,Champions,1,4,20213.02,4.0,4.0,5.0,13.0
C0210,Zaitra Dash,Surat,organic,Champions,1,3,14162.52,4.0,3.0,4.0,11.0
C1624,Bina Edwin,Mumbai,organic,Loyal,14,4,20131.06,2.0,4.0,5.0,11.0
C0871,Arya Atwal,Kolkata,referral,Champions,1,6,12174.01,4.0,5.0,3.0,12.0
C0718,Indrajit Mody,Chennai,social_media,Champions,1,5,25770.67,4.0,5.0,5.0,14.0
C0574,Gabriel Manda,Pune,referral,Lost,551,2,4162.69,1.0,2.0,1.0,4.0
C1203,Oeshi Mani,Pune,email,Lost,161,1,3687.76,1.0,1.0,1.0,3.0
C0906,Oeshi Dewan,Kolkata,organic,Champions,1,3,12948.97,4.0,3.0,4.0,11.0
C1245,Vamakshi Dasgupta,Bengaluru,social_media,At Risk,1,2,3528.13,4.0,2.0,1.0,7.0
C1307,Azad Dyal,Jaipur,referral,At Risk,1,3,5104.69,4.0,3.0,2.0,9.0
C0711,Mohini Lala,Hyderabad,social_media,At Risk,1,3,9371.17,4.0,3.0,3.0,10.0
C0384,Neha Varma,Bengaluru,referral,Champions,1,3,13730.49,4.0,3.0,4.0,11.0
C0900,Thomas Sehgal,Delhi,paid_search,Loyal,43,4,22815.2,2.0,4.0,5.0,11.0
C0970,Balhaar Jaggi,Pune,organic,At Risk,1,2,5506.41,4.0,2.0,2.0,8.0
C1729,Wahab Prashad,Chennai,organic,At Risk,1,3,12235.02,4.0,3.0,3.0,10.0
C0529,Nathaniel Chawla,Bengaluru,organic,Loyal,114,3,14050.77,2.0,3.0,4.0,9.0
C1303,Nachiket Krishna,Ahmedabad,referral,At Risk,1,3,12053.96,4.0,3.0,3.0,10.0
C1489,Yash Sankar,Hyderabad,organic,At Risk,1,3,11963.55,4.0,3.0,3.0,10.0
C0199,Libni Mander,Hyderabad,organic,Champions,1,3,13548.34,4.0,3.0,4.0,11.0
C0322,Qarin Bhargava,Mumbai,social_media,Champions,1,6,21684.22,4.0,5.0,5.0,14.0
C1169,Onveer Narain,Kolkata,paid_search,At Risk,1,2,4973.69,4.0,2.0,2.0,8.0
C1632,Tristan Ray,Pune,paid_search,Champions,1,5,13120.69,4.0,5.0,4.0,13.0
C0775,Falak Dhar,Delhi,organic,Champions,1,3,14384.77,4.0,3.0,4.0,11.0
C1332,Yochana Shah,Pune,paid_search,Champions,1,6,28661.56,4.0,5.0,5.0,14.0
C0500,Pratyush Memon,Mumbai,paid_search,At Risk,1,1,2331.3,4.0,1.0,1.0,6.0
C0335,Rajeshri Kata,Pune,paid_search,Champions,1,4,21001.71,4.0,4.0,5.0,13.0
C0922,Ijaya Muni,Kolkata,organic,Loyal,116,8,38126.68,2.0,5.0,5.0,12.0
C1562,Ayaan Om,Kolkata,paid_search,Champions,1,5,18653.66,4.0,5.0,4.0,13.0
C0288,Sanya Loke,Ahmedabad,paid_search,Champions,1,6,23036.17,4.0,5.0,5.0,14.0
C0253,Eiravati Khurana,Surat,email,Lost,466,2,7823.63,1.0,2.0,2.0,5.0
C1775,Veer Lall,Jaipur,email,Champions,1,7,22305.99,4.0,5.0,5.0,14.0
C0680,Hamsini Bhasin,Mumbai,social_media,At Risk,1,2,9302.24,4.0,2.0,3.0,9.0
C1187,Bakhshi Walia,Pune,paid_search,Champions,1,5,14106.84,4.0,5.0,4.0,13.0
C1288,Chatresh Prabhakar,Delhi,email,At Risk,1,1,13359.92,4.0,1.0,4.0,9.0
C1976,Omaja Swaminathan,Mumbai,paid_search,Loyal,211,3,13879.11,1.0,3.0,4.0,8.0
C0407,Dominic Mukherjee,Pune,paid_search,At Risk,1,3,8627.83,4.0,3.0,3.0,10.0
C0464,Chameli Khanna,Bengaluru,referral,Champions,1,6,13009.05,4.0,5.0,4.0,13.0
C1831,Mitali Vaidya,Bengaluru,organic,Loyal,98,5,17781.14,2.0,5.0,4.0,11.0
C1554,Yash Vyas,Delhi,organic,At Risk,1,1,3010.16,4.0,1.0,1.0,6.0
C0371,Ojas Suri,Delhi,paid_search,At Risk,1,3,5261.31,4.0,3.0,2.0,9.0
C1494,Chavvi Sur,Jaipur,social_media,Champions,1,4,34305.54,4.0,4.0,5.0,13.0
C0816,Warinder Sundaram,Mumbai,social_media,Champions,1,4,9385.56,4.0,4.0,3.0,11.0
C0504,Lakshmi Wagle,Pune,email,At Risk,1,1,3654.99,4.0,1.0,1.0,6.0
C0659,Idika Subramaniam,Ahmedabad,paid_search,At Risk,1,2,12797.84,4.0,2.0,3.0,9.0
C0677,Isaiah Keer,Delhi,paid_search,Lost,227,1,2325.16,1.0,1.0,1.0,3.0
C0768,Daksh Verma,Bengaluru,paid_search,At Risk,1,4,4827.43,4.0,4.0,2.0,10.0
C0172,Inaya Pillai,Jaipur,referral,At Risk,1,2,13424.87,4.0,2.0,4.0,10.0
C0824,Zinal Nazareth,Ahmedabad,email,Loyal,299,3,16193.24,1.0,3.0,4.0,8.0
C0944,Avi Gola,Kolkata,social_media,At Risk,1,2,9231.55,4.0,2.0,3.0,9.0
C0445,Theodore Rama,Chennai,email,Champions,1,3,16553.01,4.0,3.0,4.0,11.0
C0969,Ayaan Korpal,Ahmedabad,social_media,Loyal,88,4,10796.6,2.0,4.0,3.0,9.0
C0727,Lila Balan,Hyderabad,referral,At Risk,1,2,3076.46,4.0,2.0,1.0,7.0
C0268,Manbir Kibe,Delhi,paid_search,Champions,1,3,14118.62,4.0,3.0,4.0,11.0
C1596,Bhavika Naidu,Hyderabad,social_media,At Risk,1,2,2117.97,4.0,2.0,1.0,7.0
C0887,Watika Dora,Surat,paid_search,Champions,1,4,10819.25,4.0,4.0,3.0,11.0
C0657,Ayush Banerjee,Kolkata,organic,At Risk,1,4,7034.64,4.0,4.0,2.0,10.0
C0447,Parth Swaminathan,Surat,social_media,Loyal,59,4,6675.02,2.0,4.0,2.0,8.0
C0653,Jeremiah Keer,Surat,paid_search,Lost,94,2,3987.32,2.0,2.0,1.0,5.0
C0310,Wridesh Kar,Jaipur,paid_search,At Risk,1,4,8165.83,4.0,4.0,2.0,10.0
C1085,Jatin Chada,Kolkata,referral,Lost,488,1,2139.32,1.0,1.0,1.0,3.0
C0757,Ekantika Pillay,Ahmedabad,paid_search,Lost,57,1,3516.67,2.0,1.0,1.0,4.0
C0221,Kashvi Kulkarni,Hyderabad,social_media,Champions,1,5,11795.59,4.0,5.0,3.0,12.0
C0103,Frederick Kothari,Bengaluru,referral,At Risk,1,2,3419.37,4.0,2.0,1.0,7.0
C1973,Arunima Kari,Jaipur,organic,At Risk,1,2,10152.38,4.0,2.0,3.0,9.0
C1384,Vincent Kale,Kolkata,paid_search,Loyal,184,4,17355.06,1.0,4.0,4.0,9.0
C1732,Hitesh Nadkarni,Ahmedabad,paid_search,Lost,224,2,11172.78,1.0,2.0,3.0,6.0
C1764,Jackson Sathe,Kolkata,referral,At Risk,1,1,2873.93,4.0,1.0,1.0,6.0
C0375,Om Shankar,Jaipur,paid_search,At Risk,1,3,10526.4,4.0,3.0,3.0,10.0
C0782,Sachi Bedi,Kolkata,paid_search,Champions,1,6,29327.96,4.0,5.0,5.0,14.0
C1482,Faraj Garde,Kolkata,referral,Champions,1,5,24503.54,4.0,5.0,5.0,14.0
C0956,Baljiwan Sharma,Kolkata,email,At Risk,1,2,2046.81,4.0,2.0,1.0,7.0
C0292,Ojasvi Sinha,Bengaluru,email,At Risk,1,3,8955.09,4.0,3.0,3.0,10.0
C0606,Amol Jain,Surat,social_media,Lost,217,2,3704.74,1.0,2.0,1.0,4.0
C0951,Mahika Lall,Pune,social_media,At Risk,1,2,4696.11,4.0,2.0,1.0,7.0
C0997,Adweta Keer,Chennai,organic,Champions,1,8,36313.98,4.0,5.0,5.0,14.0
C1631,Harish Lalla,Hyderabad,paid_search,Champions,1,5,17878.16,4.0,5.0,4.0,13.0
C1578,Mason Bal,Delhi,paid_search,Champions,1,3,13203.02,4.0,3.0,4.0,11.0
C0005,Gayathri Chaudry,Mumbai,referral,Champions,1,5,30780.75,4.0,5.0,5.0,14.0
C1670,Fiyaz Gera,Surat,organic,Champions,1,4,13177.82,4.0,4.0,4.0,12.0
C0075,Lajita Sood,Jaipur,organic,Loyal,137,4,11013.59,1.0,4.0,3.0,8.0
C1487,Zarna Sule,Jaipur,referral,Lost,234,2,10131.78,1.0,2.0,3.0,6.0
C0575,Urvi Dugar,Hyderabad,social_media,Champions,1,5,16593.72,4.0,5.0,4.0,13.0
C0395,Laksh Raja,Pune,organic,Loyal,320,2,16629.29,1.0,2.0,4.0,7.0
C0034,Aarnav Ramakrishnan,Mumbai,organic,At Risk,1,2,2171.28,4.0,2.0,1.0,7.0
C0091,Simon Pant,Bengaluru,social_media,Champions,1,3,24679.52,4.0,3.0,5.0,12.0
C0182,Qushi Gill,Pune,paid_search,At Risk,1,1,2524.36,4.0,1.0,1.0,6.0
C1061,Daksha Murthy,Bengaluru,paid_search,Lost,159,1,5286.64,1.0,1.0,2.0,4.0
